@relation census_train

@attribute age numeric
@attribute workclass { Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked, ? }
@attribute education-num numeric
@attribute marital-status { Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse }
@attribute occupation { Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces, ? }
@attribute race { White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black }
@attribute sex { Female, Male }
@attribute capital-gainB numeric
@attribute hours-per-week numeric
@attribute native-country { United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands, ? }
@attribute target { 1, 0 }

@data
34,Private,12,Married-civ-spouse,Sales,Black,Male,0,50,United-States,0
44,Federal-gov,15,Divorced,Prof-specialty,White,Male,0,40,United-States,0
41,Private,11,Never-married,Prof-specialty,White,Female,0,45,United-States,1
45,?,9,Separated,?,Asian-Pac-Islander,Male,0,4,United-States,1
24,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,44,Mexico,1
65,?,13,Married-civ-spouse,?,White,Male,0,40,United-States,1
45,Private,13,Divorced,Prof-specialty,White,Female,0,50,United-States,1
23,Private,13,Never-married,Sales,White,Male,0,55,United-States,1
54,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
40,Private,7,Never-married,Machine-op-inspct,White,Female,0,37,Dominican-Republic,1
45,Private,3,Divorced,Priv-house-serv,White,Female,0,35,Mexico,1
50,Private,9,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
40,Private,12,Never-married,Other-service,White,Male,0,25,United-States,1
24,Private,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
42,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
50,Private,10,Married-civ-spouse,Sales,White,Male,0,60,United-States,0
58,Self-emp-not-inc,10,Divorced,Craft-repair,White,Male,0,40,United-States,1
47,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,46,United-States,1
28,?,6,Separated,?,White,Male,0,80,United-States,1
37,Self-emp-not-inc,9,Never-married,Craft-repair,White,Male,0,35,United-States,1
22,Private,12,Never-married,Transport-moving,White,Male,0,45,United-States,1
51,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
45,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,40,India,0
49,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,1
44,Local-gov,11,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
72,Private,9,Divorced,Other-service,White,Female,0,16,United-States,1
63,Self-emp-not-inc,9,Married-civ-spouse,Other-service,White,Male,0,12,United-States,1
26,Private,9,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
58,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,White,Male,0,42,United-States,1
40,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,1
56,Private,10,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
55,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,White,Male,0,72,United-States,1
28,Private,13,Never-married,Sales,White,Female,0,45,United-States,1
57,Private,9,Married-civ-spouse,Exec-managerial,White,Female,0,40,United-States,1
37,Private,14,Divorced,Exec-managerial,White,Male,0,45,United-States,0
31,Private,9,Never-married,Other-service,Black,Female,0,40,?,1
31,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
42,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,40,Germany,1
18,Private,10,Never-married,Other-service,White,Female,0,25,United-States,1
57,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
53,Local-gov,10,Married-civ-spouse,Other-service,White,Male,0,35,United-States,1
38,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,44,United-States,0
33,Private,9,Divorced,Sales,White,Female,0,50,United-States,1
42,Private,14,Divorced,Prof-specialty,White,Female,0,40,United-States,1
70,?,9,Married-civ-spouse,?,White,Male,0,60,United-States,1
33,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
50,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
28,Private,12,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,Nicaragua,1
72,Federal-gov,7,Divorced,Adm-clerical,White,Female,0,8,Canada,1
33,Private,9,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
47,Private,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,25,Philippines,1
48,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
64,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,0,24,United-States,0
19,Private,7,Never-married,Priv-house-serv,White,Female,0,35,United-States,1
48,Private,11,Divorced,Adm-clerical,White,Female,0,40,United-States,1
37,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,48,United-States,0
55,Private,9,Married-civ-spouse,Craft-repair,White,Male,1,35,United-States,0
24,Private,14,Never-married,Priv-house-serv,White,Female,0,45,?,1
42,Federal-gov,9,Divorced,Adm-clerical,White,Female,0,40,United-States,1
43,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,50,Canada,0
34,Private,12,Never-married,Craft-repair,Black,Female,0,40,United-States,1
55,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,1
22,Private,9,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
42,Private,10,Divorced,Prof-specialty,White,Female,0,20,United-States,1
50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,35,United-States,1
47,Local-gov,10,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
28,?,9,Never-married,?,Black,Female,0,40,United-States,1
52,Private,7,Divorced,Other-service,White,Female,0,20,United-States,1
30,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
37,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,0,50,United-States,1
21,Private,10,Never-married,Sales,White,Male,0,64,United-States,1
50,Private,4,Divorced,Craft-repair,White,Male,0,60,United-States,1
34,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,1
29,Private,9,Never-married,Transport-moving,White,Male,0,55,United-States,1
66,Private,10,Married-civ-spouse,Sales,White,Male,0,24,United-States,0
22,Private,9,Never-married,Sales,White,Male,0,55,United-States,1
69,Local-gov,6,Married-civ-spouse,Transport-moving,White,Male,0,25,United-States,1
23,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
55,Private,13,Widowed,Machine-op-inspct,White,Female,0,40,?,1
35,Private,10,Widowed,Adm-clerical,White,Female,0,30,United-States,1
20,Private,10,Never-married,Adm-clerical,White,Female,0,35,United-States,1
70,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,20,United-States,0
43,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
34,Private,9,Never-married,Other-service,Asian-Pac-Islander,Male,0,40,Japan,1
38,State-gov,16,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,0
33,Private,4,Divorced,Handlers-cleaners,White,Male,0,40,United-States,1
43,Private,9,Separated,Other-service,White,Female,0,26,United-States,1
35,Private,13,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
33,Private,10,Never-married,Sales,White,Male,0,45,United-States,1
32,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,1
53,Self-emp-not-inc,15,Never-married,Prof-specialty,Asian-Pac-Islander,Male,1,40,Philippines,0
46,Self-emp-not-inc,14,Never-married,Exec-managerial,White,Male,0,25,United-States,1
30,State-gov,10,Never-married,Other-service,Amer-Indian-Eskimo,Male,0,84,United-States,1
23,?,9,Never-married,?,Asian-Pac-Islander,Female,0,20,South,1
29,Private,10,Married-civ-spouse,Other-service,White,Male,0,40,United-States,1
51,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,60,United-States,1
31,Private,4,Never-married,Handlers-cleaners,White,Male,0,25,United-States,1
36,Federal-gov,9,Never-married,Adm-clerical,Black,Female,0,36,United-States,1
23,Private,10,Never-married,Handlers-cleaners,Black,Male,0,22,United-States,1
35,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,30,United-States,1
28,Local-gov,14,Never-married,Prof-specialty,White,Female,0,40,United-States,1
33,State-gov,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
40,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,United-States,1
27,Private,10,Married-civ-spouse,Transport-moving,White,Male,0,45,United-States,1
38,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
47,Private,11,Divorced,Prof-specialty,White,Female,0,40,United-States,1
25,Private,10,Married-civ-spouse,Adm-clerical,Black,Female,0,56,United-States,0
45,Private,13,Married-civ-spouse,Exec-managerial,White,Male,1,50,United-States,0
38,Private,10,Never-married,Adm-clerical,Black,Female,0,40,United-States,1
66,?,10,Married-civ-spouse,?,White,Male,0,40,United-States,0
65,Local-gov,10,Never-married,Prof-specialty,Black,Female,0,40,United-States,1
30,Private,11,Never-married,Craft-repair,White,Male,0,40,United-States,0
54,Private,7,Married-civ-spouse,Other-service,White,Female,0,43,United-States,1
49,Private,8,Divorced,Machine-op-inspct,White,Female,0,40,United-States,1
41,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,White,Female,0,15,United-States,0
32,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
39,Private,13,Divorced,Exec-managerial,Black,Female,0,60,United-States,1
77,Private,9,Married-civ-spouse,Other-service,White,Male,0,25,Cuba,1
19,Private,10,Never-married,Other-service,White,Female,0,20,United-States,1
30,Private,9,Married-spouse-absent,Adm-clerical,White,Female,0,30,United-States,1
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,0
35,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,55,Iran,0
59,Private,10,Married-civ-spouse,Protective-serv,White,Male,0,56,United-States,1
66,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,1,40,United-States,0
39,Private,13,Divorced,Sales,White,Female,0,40,United-States,1
52,Private,13,Married-civ-spouse,Sales,White,Male,0,45,United-States,0
24,Private,14,Married-civ-spouse,Prof-specialty,White,Female,0,35,United-States,0
50,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,15,United-States,1
23,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
19,Private,10,Never-married,Other-service,White,Male,0,20,United-States,1
39,Private,7,Never-married,Prof-specialty,White,Female,0,30,Puerto-Rico,1
45,Private,13,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,38,?,1
61,Local-gov,13,Divorced,Other-service,White,Male,0,30,United-States,1
45,Private,12,Divorced,Transport-moving,White,Male,0,55,United-States,1
51,Private,16,Married-civ-spouse,Exec-managerial,White,Male,1,84,United-States,0
40,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,0
38,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,1
52,Local-gov,10,Married-civ-spouse,Transport-moving,Black,Male,0,40,United-States,1
52,State-gov,11,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
33,Private,9,Never-married,Farming-fishing,White,Male,0,40,United-States,1
40,Self-emp-not-inc,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
34,Private,9,Never-married,Craft-repair,White,Male,0,55,United-States,1
46,Local-gov,13,Divorced,Protective-serv,Black,Male,0,50,United-States,0
44,Private,14,Married-civ-spouse,Craft-repair,White,Male,1,45,United-States,0
19,Private,9,Never-married,Other-service,White,Female,0,13,United-States,1
44,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
40,Private,9,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,0,40,United-States,1
20,Private,10,Never-married,Prof-specialty,White,Female,0,2,United-States,1
24,Private,12,Never-married,Handlers-cleaners,White,Male,0,30,United-States,1
30,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,73,United-States,0
20,Private,9,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,1
33,Private,15,Never-married,Prof-specialty,White,Male,0,40,United-States,0
31,Private,10,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,1
33,Private,9,Divorced,Other-service,White,Female,0,40,United-States,1
19,Private,9,Never-married,Craft-repair,White,Male,0,35,United-States,1
29,Private,13,Never-married,Exec-managerial,White,Male,0,50,United-States,1
30,Private,9,Married-civ-spouse,Sales,White,Male,0,45,United-States,1
48,Private,14,Divorced,Exec-managerial,White,Male,1,50,United-States,0
42,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
37,Private,7,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
54,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,1,60,United-States,0
42,Private,12,Married-civ-spouse,Adm-clerical,White,Male,1,42,United-States,0
28,Self-emp-not-inc,9,Never-married,Other-service,White,Female,0,28,United-States,1
42,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,0,52,United-States,0
60,State-gov,14,Married-civ-spouse,Exec-managerial,White,Female,0,40,United-States,0
76,?,9,Widowed,?,White,Female,0,25,United-States,1
56,Private,7,Divorced,Craft-repair,White,Male,0,49,United-States,1
29,Private,10,Never-married,Farming-fishing,White,Male,0,40,United-States,1
43,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
44,Private,9,Divorced,Sales,White,Male,0,38,United-States,1
45,Private,13,Divorced,Adm-clerical,White,Female,0,35,United-States,0
30,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,0
28,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,50,United-States,0
29,Private,9,Never-married,Sales,White,Female,0,40,United-States,1
20,Private,10,Never-married,Other-service,White,Male,0,40,United-States,1
49,Self-emp-inc,14,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
36,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,0,56,United-States,0
40,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
17,Private,8,Never-married,Adm-clerical,White,Female,0,30,United-States,1
45,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
36,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,1
19,Private,9,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
57,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,0,13,United-States,0
23,Private,13,Never-married,Adm-clerical,White,Male,0,40,United-States,1
20,Private,10,Never-married,Adm-clerical,Black,Female,0,40,Haiti,1
23,Private,9,Never-married,Handlers-cleaners,White,Male,0,24,United-States,1
39,Private,9,Never-married,Other-service,White,Male,0,40,United-States,1
34,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
43,Self-emp-not-inc,13,Never-married,Sales,White,Male,0,45,United-States,1
25,State-gov,10,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
40,Private,10,Married-civ-spouse,Sales,White,Male,0,60,Puerto-Rico,1
52,Self-emp-not-inc,9,Divorced,Farming-fishing,White,Male,0,25,United-States,1
48,Private,9,Widowed,Machine-op-inspct,White,Female,0,36,United-States,1
37,Private,11,Never-married,Sales,Black,Female,0,6,United-States,1
36,Private,9,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
33,Private,11,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
36,Local-gov,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
24,Private,13,Never-married,Adm-clerical,White,Male,0,10,United-States,1
21,?,10,Never-married,?,White,Female,0,40,United-States,1
35,Self-emp-inc,12,Never-married,Sales,White,Male,0,40,United-States,1
40,Federal-gov,9,Divorced,Adm-clerical,White,Female,0,22,United-States,1
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,40,India,1
40,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
22,Private,9,Never-married,Sales,Black,Male,0,40,?,1
57,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
51,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
61,Federal-gov,9,Never-married,Adm-clerical,White,Female,0,35,Puerto-Rico,1
71,Private,9,Widowed,Sales,White,Female,0,20,United-States,1
47,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
38,Private,13,Never-married,Other-service,White,Female,0,45,United-States,1
25,Private,13,Never-married,Sales,White,Male,0,65,United-States,1
33,Private,7,Married-civ-spouse,Handlers-cleaners,White,Male,0,50,United-States,1
40,State-gov,7,Divorced,Transport-moving,White,Female,0,52,United-States,1
39,?,7,Never-married,?,Black,Female,0,40,United-States,1
29,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,1
33,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
46,Private,10,Never-married,Adm-clerical,Black,Female,0,36,United-States,1
41,Private,15,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
28,Private,14,Never-married,Exec-managerial,Other,Male,0,30,Cuba,1
36,Private,10,Divorced,Adm-clerical,White,Female,0,40,United-States,1
23,Private,13,Never-married,Prof-specialty,White,Male,0,40,?,1
34,State-gov,13,Married-civ-spouse,Adm-clerical,White,Male,0,55,United-States,1
25,Private,10,Never-married,Adm-clerical,Black,Female,0,40,United-States,1
36,Private,13,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,1
61,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
38,Private,10,Separated,Other-service,White,Female,0,58,United-States,1
57,Private,9,Widowed,Other-service,White,Female,0,25,United-States,1
20,?,9,Never-married,?,White,Female,0,40,United-States,1
56,Private,9,Married-civ-spouse,Other-service,White,Female,0,10,United-States,1
24,Private,13,Never-married,Exec-managerial,White,Female,0,40,United-States,1
60,Private,10,Divorced,Sales,White,Female,0,48,United-States,1
37,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,1
19,Private,10,Never-married,Transport-moving,White,Male,0,50,United-States,1
54,Private,10,Separated,Other-service,White,Male,0,28,Columbia,1
40,Private,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,30,China,1
18,Private,8,Never-married,Other-service,White,Male,0,15,United-States,1
51,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,0
40,Self-emp-not-inc,10,Married-civ-spouse,Tech-support,White,Male,0,50,United-States,0
64,Federal-gov,9,Married-civ-spouse,Prof-specialty,White,Male,0,8,United-States,1
38,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,0
33,Private,9,Married-civ-spouse,Tech-support,Black,Female,0,38,United-States,1
31,Private,9,Divorced,Exec-managerial,White,Female,0,40,United-States,1
26,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,0
54,Private,13,Never-married,Adm-clerical,White,Female,1,40,United-States,0
31,Private,2,Never-married,Handlers-cleaners,White,Male,0,37,Mexico,1
39,Private,8,Married-spouse-absent,Transport-moving,Black,Male,0,45,?,1
30,Private,9,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,0,40,United-States,1
31,Private,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
68,Private,3,Separated,Other-service,White,Male,0,12,Italy,1
59,Federal-gov,6,Divorced,Other-service,White,Female,0,37,United-States,1
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,45,United-States,1
25,Private,13,Never-married,Adm-clerical,White,Male,0,40,United-States,1
23,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
47,Private,14,Divorced,Tech-support,White,Male,0,40,United-States,1
17,State-gov,6,Never-married,Other-service,White,Male,0,30,United-States,1
19,Private,10,Never-married,Handlers-cleaners,White,Male,0,45,United-States,1
53,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,0
59,Private,3,Divorced,Machine-op-inspct,White,Female,0,40,United-States,1
37,Private,9,Never-married,Adm-clerical,White,Female,0,37,United-States,1
23,?,7,Never-married,?,Black,Male,0,40,United-States,1
87,?,9,Widowed,?,White,Male,0,2,United-States,1
40,Private,13,Never-married,Adm-clerical,White,Male,0,40,United-States,1
30,Private,10,Married-spouse-absent,Craft-repair,White,Male,0,40,?,1
20,Private,10,Never-married,Other-service,Black,Male,0,40,United-States,1
80,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,35,United-States,0
51,Private,9,Married-civ-spouse,Machine-op-inspct,Black,Male,0,40,United-States,1
17,Private,6,Never-married,Sales,White,Male,0,15,United-States,1
57,?,5,Divorced,?,White,Male,0,40,United-States,1
19,?,9,Never-married,?,Black,Female,0,24,United-States,1
58,Private,9,Never-married,Other-service,White,Male,0,40,United-States,1
57,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
37,Private,10,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
23,Federal-gov,10,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,0,40,United-States,1
36,Private,13,Never-married,Adm-clerical,White,Female,0,32,Columbia,1
33,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
49,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
30,Private,9,Never-married,Adm-clerical,White,Female,0,24,United-States,1
41,Private,15,Married-civ-spouse,Prof-specialty,White,Male,1,65,United-States,0
57,?,10,Married-civ-spouse,?,Asian-Pac-Islander,Male,0,60,United-States,0
23,Private,9,Never-married,Sales,White,Male,0,40,United-States,1
40,Private,15,Never-married,Prof-specialty,White,Female,1,50,United-States,0
53,Private,9,Widowed,Adm-clerical,Black,Female,0,40,United-States,1
31,State-gov,10,Never-married,Tech-support,White,Male,0,13,United-States,1
41,?,3,Married-civ-spouse,?,White,Male,0,40,Mexico,1
36,Private,9,Never-married,Adm-clerical,White,Male,0,40,United-States,1
30,Private,8,Divorced,Other-service,White,Female,0,40,United-States,1
46,Federal-gov,11,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,0
36,Private,9,Never-married,Other-service,White,Male,0,40,United-States,1
42,Private,12,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
48,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,30,Peru,1
22,Private,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
38,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
31,Private,9,Never-married,Craft-repair,White,Male,0,50,United-States,1
32,Private,9,Divorced,Other-service,White,Male,0,40,United-States,1
35,Private,9,Married-civ-spouse,Handlers-cleaners,Black,Male,0,40,United-States,1
21,Private,10,Never-married,Sales,White,Male,0,43,United-States,1
26,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
19,Local-gov,9,Never-married,Adm-clerical,Black,Female,0,40,United-States,1
43,Private,9,Married-AF-spouse,Craft-repair,Black,Female,0,42,United-States,0
33,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,60,United-States,1
30,Private,13,Never-married,Craft-repair,White,Male,0,10,United-States,1
52,Private,6,Married-civ-spouse,Transport-moving,White,Male,0,45,United-States,1
38,Local-gov,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
28,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,46,United-States,0
57,Self-emp-not-inc,12,Married-civ-spouse,Other-service,White,Male,0,40,Iran,1
51,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
50,Private,5,Married-civ-spouse,Machine-op-inspct,White,Male,0,48,United-States,1
32,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,50,China,0
32,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,48,United-States,0
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
69,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,0,33,United-States,1
33,?,10,Divorced,?,Amer-Indian-Eskimo,Male,0,30,United-States,1
37,Private,10,Married-civ-spouse,Sales,White,Male,0,50,Germany,0
36,Private,10,Never-married,Adm-clerical,White,Male,0,40,United-States,1
47,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,45,United-States,0
63,Private,6,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
21,Private,10,Never-married,Adm-clerical,White,Male,0,65,United-States,1
20,Private,9,Never-married,Sales,White,Male,0,60,United-States,1
56,Private,9,Separated,Craft-repair,White,Male,0,40,United-States,1
90,Local-gov,12,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,20,Philippines,1
27,Private,10,Divorced,Adm-clerical,White,Female,0,38,United-States,1
38,Private,9,Divorced,Adm-clerical,White,Female,0,20,United-States,1
33,Private,12,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
26,Private,9,Never-married,Exec-managerial,White,Female,0,40,United-States,1
20,Private,10,Never-married,Other-service,White,Female,0,35,United-States,1
42,Private,7,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
55,Private,9,Divorced,Exec-managerial,White,Female,0,40,United-States,1
32,State-gov,10,Married-civ-spouse,Prof-specialty,Black,Female,0,40,United-States,1
66,Private,13,Married-civ-spouse,Sales,White,Male,1,40,United-States,0
66,Local-gov,16,Divorced,Prof-specialty,White,Female,0,40,United-States,1
49,Private,10,Divorced,Other-service,White,Female,0,40,United-States,1
34,Private,9,Divorced,Protective-serv,Black,Male,0,45,United-States,1
38,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
22,Federal-gov,12,Never-married,Other-service,White,Male,0,20,United-States,1
46,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
29,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,50,United-States,1
19,Private,8,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,20,United-States,1
71,?,9,Widowed,?,White,Female,0,40,United-States,1
37,Local-gov,13,Divorced,Prof-specialty,White,Female,0,35,United-States,1
52,Local-gov,14,Never-married,Prof-specialty,White,Male,0,32,United-States,0
27,Private,14,Never-married,Adm-clerical,White,Female,0,46,United-States,1
52,Private,9,Married-civ-spouse,Transport-moving,White,Female,0,40,United-States,1
25,State-gov,13,Never-married,Protective-serv,Black,Female,0,40,United-States,1
37,Self-emp-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,0
39,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
25,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,40,Mexico,1
31,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,50,United-States,1
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
45,Private,9,Widowed,Adm-clerical,White,Female,0,35,United-States,1
50,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
